Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL6056541,,,437.48,1.0,5.12,BDBM568007,N[C@]1(C2CCC(OC(F)F)CC2)CCCN(c2ccc(-c3ccc(F)c(F)c3)nc2)C1,k_off,'=',,s-1,,,1198416,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5943140,,,552.05,2.0,3.67,BDBM568008,Nc1ncnc2c1ncn2Cc1cc(-c2ccc3nccn3c2)ncc1N1CCCC(N)(c2cccc(Cl)n2)C1,k_off,'=',,s-1,,,1198417,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5820647,,,560.04,1.0,4.17,BDBM568011,COc1ccc(-c2cc(Cn3cnc4c(N)ncnc43)c(N3CCC[C@](N)(c4cccc(Cl)n4)C3)cn2)cc1F,IC50,'=',5.5,nM,8.26,,1198420,UO_0000065,14.75,0.28,4.09,6.17,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,5.5
CHEMBL5914176,,,539.62,1.0,3.82,BDBM568039,COc1ccc(-c2cc(Cn3cnc4c(N)ncnc43)c(N3CCC[C@](N)(c4ccc(F)c(C)n4)C3)cn2)cc1,k_off,'=',,s-1,,,1198448,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL6047354,,,561.03,2.0,3.56,BDBM568041,COc1cnc(-c2cc(Cn3cnc4c(N)ncnc43)c(N3CCC[C@](N)(c4cccc(Cl)n4)C3)cn2)cc1F,IC50,'=',5.5,nM,8.26,,1198450,UO_0000065,14.72,0.28,4.7,5.63,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,5.5
CHEMBL5806078,,,548.99,1.0,3.69,BDBM568047,Nc1ncnc2c1ncn2Cc1cc(-c2ccc(F)c(F)c2)ncc1N1CCCC(N)(c2ccc(Cl)nn2)C1,k_off,'=',,s-1,,,1198456,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5829304,,,524.61,1.0,3.46,BDBM568048,CCc1cncc([C@@]2(N)CCCN(c3cnc(-c4ccc(F)cc4)cc3Cn3cnc4c(N)ncnc43)C2)n1,kon,'=',,,,,1198457,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5562861,,,362.39,0.0,2.49,5,Cc1cc(C(N)=O)ccc1-c1ncn(C)c1-c1ccc2c(c1)OCC(=O)N2,Kd,'=',251.19,nM,6.6,,,UO_0000065,18.21,0.33,4.11,6.65,0,CHEMBL5511282,Binding affinity to human C-terminal his tagged NSD2 PWWP1 domain (208 to 358 residues) expressed in Escherichia coli Bl21 (DE3) gold cells assessed as dissociation constant measured upto 180 secs by SPR analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5506052,1,Scientific Literature,J Med Chem,2024.0,,TIME <= 0.05 hr,INHIBITOR,,6.6
CHEMBL5565515,,,438.53,1.0,5.31,20,Cc1cc(CNc2ccccc2)cc(C)c1-c1ncn(C)c1-c1ccc2c(c1)OCC(=O)N2,Kd,'=',5011.87,nM,5.3,,,UO_0000065,12.09,0.22,-0.01,7.77,0,CHEMBL5511282,Binding affinity to human C-terminal his tagged NSD2 PWWP1 domain (208 to 358 residues) expressed in Escherichia coli Bl21 (DE3) gold cells assessed as dissociation constant measured upto 180 secs by SPR analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5506052,1,Scientific Literature,J Med Chem,2024.0,,TIME <= 0.05 hr,INHIBITOR,,5.3
CHEMBL5879856,,,528.54,1.0,2.59,BDBM567972,COc1cc(F)ccc1-c1cc(Cn2cnc3c(N)ncnc32)c(N2CCC[C@](N)([C@H](O)C(F)F)C2)cn1,kon,'=',,,,,1198381,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5783629,,,478.99,0.0,3.12,BDBM567826,COC[C@@]1(N)CCCN(c2cnc(-c3cccc(Cl)c3)cc2Cn2cnc3c(N)ncnc32)C1,kon,'=',,,,,1198235,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
